ID,Equation,Answer,Type,Complexity,Method_Used,Output_Answer,IsCorrect,Latency_ms,CPU_Cycles,RAM_Peak_MB
chal-872,( 11.0 * 9.0 ),99,Multiplication,0.5,Local_Fn,99.0,1,0.019800150766968727,0.0,0
chal-573,( 34.0 - 15.0 ),19,Subtraction,0.5,Local_Fn,19.0,1,0.01919991336762905,0.0,0
chal-6,( 49.0 - 3.0 ),46,Subtraction,0.5,Local_Fn,46.0,1,0.018800143152475357,0.0,0
chal-927,( 24.0 - 17.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.022399937734007835,0.0,0.00390625
chal-640,( 11.0 - 8.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018999911844730377,0.0,0
chal-440,( 7.0 - 2.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.019900035113096237,0.0,0
chal-730,( 23.0 - 10.0 ),13,Subtraction,0.5,Local_Fn,13.0,1,0.019099796190857887,0.0,0
chal-194,( 40.0 - 19.0 ),21,Subtraction,0.5,Local_Fn,21.0,1,0.01900014467537403,0.0,0
chal-753,( 376.0 - 111.0 ),265,Subtraction,0.5,Local_Fn,265.0,1,0.01900014467537403,0.0,0
chal-627,( 16.0 + 6.0 ),22,Addition,0.5,Local_Fn,22.0,1,0.018900027498602867,0.0,0
chal-572,( ( 134.0 - 39.0 ) - 68.0 ),27,Subtraction,1.0,Local_Fn,27.0,1,0.02150004729628563,0.0,0
chal-18,( 732.0 + 682.0 ),1414,Addition,0.5,Local_Fn,1414.0,1,0.0200001522898674,0.0,0
chal-743,( ( 6.0 - 2.0 ) + 7.0 ),11,Addition,1.0,Local_Fn,11.0,1,0.021399930119514465,0.0,0
chal-915,( ( 87.0 - 7.0 ) - 7.0 ),73,Subtraction,1.0,Local_Fn,73.0,1,0.02459995448589325,0.0,0.00390625
chal-511,( 10.0 / 5.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.01900014467537403,0.0,0
chal-574,( 95.0 * 118.0 ),11210,Multiplication,0.5,Local_Fn,11210.0,1,0.019300030544400215,0.0,0
chal-139,( 8.0 / 4.0 ),2,Common-Division,0.5,Local_Fn,2.0,1,0.01910002902150154,0.0,0
chal-192,( 20.0 / 2.0 ),10,Common-Division,0.5,Local_Fn,10.0,1,0.019300030544400215,0.0,0
chal-5,( 30.0 - 28.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01910002902150154,0.0,0
chal-444,( ( 17.0 - 7.0 ) - 8.0 ),2,Subtraction,1.0,Local_Fn,2.0,1,0.02159993164241314,0.0,0
chal-21,( ( 121.0 - 105.0 ) + 170.0 ),186,Addition,1.0,Local_Fn,186.0,1,0.021900050342082977,0.0,0
chal-214,( 21.0 - 2.0 ),19,Subtraction,0.5,Local_Fn,19.0,1,0.019399914890527725,0.0,0
chal-65,( 149.0 - 10.0 ),139,Subtraction,0.5,Local_Fn,139.0,1,0.02019992098212242,0.0,0
chal-412,( 9.0 - 2.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.020900042727589607,0.0,0
chal-302,( ( 14.0 - 5.0 ) - 6.0 ),3,Subtraction,1.0,Local_Fn,3.0,1,0.024799956008791924,0.0,0.00390625
chal-334,( ( 23.0 + 4.0 ) - 2.0 ),25,Subtraction,1.0,Local_Fn,25.0,1,0.021899817511439323,0.0,0
chal-193,( 14.0 - ( 4.0 * 3.0 ) ),2,Subtraction,1.0,Local_Fn,2.0,1,0.021799933165311813,0.0,0
chal-665,( 240.0 - 210.0 ),30,Subtraction,0.5,Local_Fn,30.0,1,0.018899794667959213,0.0,0
chal-263,( 89.0 - 63.0 ),26,Subtraction,0.5,Local_Fn,26.0,1,0.018700025975704193,0.0,0
chal-648,( 666.0 - 100.0 ),566,Subtraction,0.5,Local_Fn,566.0,1,0.019900035113096237,0.0,0
chal-811,( 13.0 + 8.0 ),21,Addition,0.5,Local_Fn,21.0,1,0.019899802282452583,0.0,0
chal-233,( 16.0 - 8.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.019800150766968727,0.0,0
chal-796,( 167.0 - 108.0 ),59,Subtraction,0.5,Local_Fn,59.0,1,0.019300030544400215,0.0,0
chal-682,( 67.0 - 35.0 ),32,Subtraction,0.5,Local_Fn,32.0,1,0.01910002902150154,0.0,0
chal-805,( 131.0 - 19.0 ),112,Subtraction,0.5,Local_Fn,112.0,1,0.019300030544400215,0.0,0
chal-483,( ( 53.0 + 181.0 ) * 466.0 ),109044,Multiplication,1.0,Local_Fn,109044.0,1,0.025999965146183968,0.0,0.00390625
chal-361,( 51.0 - 44.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.01910002902150154,0.0,0
chal-839,( 85.0 - ( 23.0 + 37.0 ) ),25,Subtraction,1.0,Local_Fn,25.0,1,0.022799940779805183,0.0,0
chal-237,( 397.0 + 85.0 ),482,Addition,0.5,Local_Fn,482.0,1,0.02010003663599491,0.0,0
chal-628,( 34044.0 + 424944.0 ),458988,Addition,0.5,Local_Fn,458988.0,1,0.019700033590197563,0.0,0
chal-958,( 21.0 / 3.0 ),7,Common-Division,0.5,Local_Fn,7.0,1,0.01950003206729889,0.0,0
chal-583,( ( 8.0 + 8.0 ) - 3.0 ),13,Subtraction,1.0,Local_Fn,13.0,1,0.02219993621110916,0.0,0
chal-273,( 4.0 * 12.0 ),48,Multiplication,0.5,Local_Fn,48.0,1,0.01900014467537403,0.0,0
chal-202,( 60.0 / 10.0 ),6,Common-Division,0.5,Local_Fn,6.0,1,0.01910002902150154,0.0,0
chal-14,( ( 4.0 + 13.0 ) * 15.0 ),255,Multiplication,1.0,Local_Fn,255.0,1,0.021700048819184303,0.0,0
chal-428,( 10.0 + 8.0 ),18,Addition,0.5,Local_Fn,18.0,1,0.01919991336762905,0.0,0
chal-240,( ( 51.0 + 22.0 ) - 4.0 ),69,Subtraction,1.0,Local_Fn,69.0,1,0.02200016751885414,0.0,0
chal-85,( 4.0 * 5.0 ),20,Multiplication,0.5,Local_Fn,20.0,1,0.018999911844730377,0.0,0
chal-533,( 17.0 - 16.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01940014772117138,0.0,0
chal-173,( 26.0 * 33.0 ),858,Multiplication,0.5,Local_Fn,858.0,1,0.01950003206729889,0.0,0
chal-290,( 557.0 + 188.0 ),745,Addition,0.5,Local_Fn,745.0,1,0.01950003206729889,0.0,0
chal-486,( 65.0 * 6.0 ),390,Multiplication,0.5,Local_Fn,390.0,1,0.01910002902150154,0.0,0.00390625
chal-330,( 71.0 - 60.0 ),11,Subtraction,0.5,Local_Fn,11.0,1,0.01950003206729889,0.0,0
chal-684,( 17.0 - 13.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.019999919459223747,0.0,0
chal-319,( ( 4.0 + 2.0 ) - 3.0 ),3,Subtraction,1.0,Local_Fn,3.0,1,0.023300061002373695,0.0,0
chal-455,( 7.0 - 6.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.019300030544400215,0.0,0
chal-250,( 2.0 * 7.0 ),14,Multiplication,0.5,Local_Fn,14.0,1,0.02240017056465149,0.0,0.00390625
chal-847,( ( 28.0 + 52.0 ) * 26.0 ),2080,Multiplication,1.0,Local_Fn,2080.0,1,0.02159993164241314,0.0,0
chal-280,( 18.0 / 6.0 ),3,Common-Division,0.5,Local_Fn,3.0,1,0.019399914890527725,0.0,0
chal-456,( 4.0 + 6.0 ),10,Addition,0.5,Local_Fn,10.0,1,0.019800150766968727,0.0,0
chal-902,( ( 9.0 - 4.0 ) + 5.0 ),10,Addition,1.0,Local_Fn,10.0,1,0.021300045773386955,0.0,0
chal-762,( 5.0 - 2.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018700025975704193,0.0,0
chal-548,( 95.0 - 64.0 ),31,Subtraction,0.5,Local_Fn,31.0,1,0.018900027498602867,0.0,0
chal-181,( ( 13.0 * 17.0 ) + 8.0 ),229,Addition,1.0,Local_Fn,229.0,1,0.023499829694628716,0.0,0
chal-558,( 54.0 - 13.0 ),41,Subtraction,0.5,Local_Fn,41.0,1,0.019700033590197563,0.0,0
chal-629,( 97.0 - 8.0 ),89,Subtraction,0.5,Local_Fn,89.0,1,0.02010003663599491,0.0,0
chal-424,( 457.0 - 63.0 ),394,Subtraction,0.5,Local_Fn,394.0,1,0.019700033590197563,0.0,0
chal-844,( 56.0 / 4.0 ),14,Common-Division,0.5,Local_Fn,14.0,1,0.02259993925690651,0.0,0.00390625
chal-11,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.021900050342082977,0.0,0
chal-200,( 360.0 / 9.0 ),40,Common-Division,0.5,Local_Fn,40.0,1,0.02019992098212242,0.0,0
chal-426,( ( 3.0 + 4.0 ) - 5.0 ),2,Subtraction,1.0,Local_Fn,2.0,1,0.021799933165311813,0.0,0
chal-535,( ( 573.0 - 195.0 ) - 210.0 ),168,Subtraction,1.0,Local_Fn,168.0,1,0.022399937734007835,0.0,0
chal-32,( 17.0 - 15.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.019399914890527725,0.0,0
chal-580,( 128.0 - 38.0 ),90,Subtraction,0.5,Local_Fn,90.0,1,0.018999911844730377,0.0,0
chal-405,( 32.0 - 23.0 ),9,Subtraction,0.5,Local_Fn,9.0,1,0.01900014467537403,0.0,0
chal-278,( 10.0 / 2.0 ),5,Common-Division,0.5,Local_Fn,5.0,1,0.01900014467537403,0.0,0
chal-445,( 14.0 - 6.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.01910002902150154,0.0,0
chal-772,( 82.0 * 25.0 ),2050,Multiplication,0.5,Local_Fn,2050.0,1,0.0195999164134264,0.0,0
chal-373,( ( 2.0 + 4.0 ) - 3.0 ),3,Subtraction,1.0,Local_Fn,3.0,1,0.02210005186498165,0.0,0
chal-723,( 21.0 - 7.0 ),14,Subtraction,0.5,Local_Fn,14.0,1,0.019600149244070053,0.0,0
chal-401,( 19.0 - 11.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.018900027498602867,0.0,0
chal-79,( 11.0 - 9.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01910002902150154,0.0,0
chal-538,( 19.0 - 12.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.018999911844730377,0.0,0
chal-576,( 12.0 / 3.0 ),4,Common-Division,0.5,Local_Fn,4.0,1,0.019300030544400215,0.0,0
chal-549,( 18.0 / 6.0 ),3,Common-Division,0.5,Local_Fn,3.0,1,0.018700025975704193,0.0,0
chal-711,( 9.0 - 7.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.018900027498602867,0.0,0
chal-42,( 50.0 - 46.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.01950003206729889,0.0,0
chal-886,( 15.0 - 5.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.019900035113096237,0.0,0
chal-633,( 12.0 / 3.0 ),4,Common-Division,0.5,Local_Fn,4.0,1,0.018900027498602867,0.0,0
chal-859,( ( 23.0 + 61.0 ) * 29.0 ),2436,Multiplication,1.0,Local_Fn,2436.0,1,0.022099819034337997,0.0,0
chal-140,( 19.0 - 3.0 ),16,Subtraction,0.5,Local_Fn,16.0,1,0.01929979771375656,0.0,0
chal-386,( 5.0 - ( 14.0 - 11.0 ) ),2,Subtraction,1.0,Local_Fn,2.0,1,0.021300045773386955,0.0,0
chal-457,( 28.0 - 7.0 ),21,Subtraction,0.5,Local_Fn,21.0,1,0.019700033590197563,0.0,0
chal-933,( ( 2.0 + 150.0 ) - 58.0 ),94,Subtraction,1.0,Local_Fn,94.0,1,0.02210005186498165,0.0,0
chal-814,( 93.0 - 60.0 ),33,Subtraction,0.5,Local_Fn,33.0,1,0.019300030544400215,0.0,0
chal-141,( 23.0 - 8.0 ),15,Subtraction,0.5,Local_Fn,15.0,1,0.019899802282452583,0.0,0
chal-625,( 5.0 - 2.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.01940014772117138,0.0,0
chal-321,( 15.0 - 6.0 ),9,Subtraction,0.5,Local_Fn,9.0,1,0.02050003968179226,0.0,0
chal-709,( 2.0 + 7.0 ),9,Addition,0.5,Local_Fn,9.0,1,0.018900027498602867,0.0,0
chal-458,( 8.0 / 2.0 ),4,Common-Division,0.5,Local_Fn,4.0,1,0.01859990879893303,0.0,0
chal-874,( ( 105.0 + 71.0 ) - 137.0 ),39,Subtraction,1.0,Local_Fn,39.0,1,0.02159993164241314,0.0,0
chal-327,( 20.0 - 7.0 ),13,Subtraction,0.5,Local_Fn,13.0,1,0.02110004425048828,0.0,0
chal-127,( 70.0 / 14.0 ),5,Common-Division,0.5,Local_Fn,5.0,1,0.01919991336762905,0.0,0
chal-133,( ( 22.0 + 40.0 ) - 2.0 ),60,Subtraction,1.0,Local_Fn,60.0,1,0.022899825125932693,0.0,0
chal-818,( 169.0 - 137.0 ),32,Subtraction,0.5,Local_Fn,32.0,1,0.0195999164134264,0.0,0
chal-398,( 18.0 - 8.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.019799917936325073,0.0,0
chal-916,( 485.0 - 232.0 ),253,Subtraction,0.5,Local_Fn,253.0,1,0.019200146198272705,0.0,0
chal-994,( 84.0 / 2.0 ),42,Common-Division,0.5,Local_Fn,42.0,1,0.01969980075955391,0.0,0
chal-416,( 15.0 - 12.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.01910002902150154,0.0,0
chal-596,( ( 76.0 - 64.0 ) * 50.0 ),600,Multiplication,1.0,Local_Fn,600.0,1,0.0212998129427433,0.0,0
chal-259,( 8.0 + 32.0 ),40,Addition,0.5,Local_Fn,40.0,1,0.018900027498602867,0.0,0
chal-314,( 81.0 - 59.0 ),22,Subtraction,0.5,Local_Fn,22.0,1,0.018800143152475357,0.0,0
chal-410,( 154.0 + 301.0 ),455,Addition,0.5,Local_Fn,455.0,1,0.019300030544400215,0.0,0
chal-163,( 28.0 - 15.0 ),13,Subtraction,0.5,Local_Fn,13.0,1,0.019700033590197563,0.0,0
chal-305,( 5.0 + 9.0 ),14,Addition,0.5,Local_Fn,14.0,1,0.019300030544400215,0.0,0
chal-287,( 571.0 - 161.0 ),410,Subtraction,0.5,Local_Fn,410.0,1,0.019999919459223747,0.0,0
chal-645,( 32.0 - 20.0 ),12,Subtraction,0.5,Local_Fn,12.0,1,0.018999911844730377,0.0,0
chal-636,( 31.0 * 6.0 ),186,Multiplication,0.5,Local_Fn,186.0,1,0.01910002902150154,0.0,0
chal-354,( 66.0 * 28.0 ),1848,Multiplication,0.5,Local_Fn,1848.0,1,0.018700025975704193,0.0,0
chal-69,( 11.0 * 2.0 ),22,Multiplication,0.5,Local_Fn,22.0,1,0.01950003206729889,0.0,0
chal-679,( ( 23.0 - 11.0 ) / 2.0 ),6,Common-Division,1.0,Local_Fn,6.0,1,0.0212998129427433,0.0,0
chal-834,( 22.0 - 12.0 ),10,Subtraction,0.5,Local_Fn,10.0,1,0.019200146198272705,0.0,0
chal-936,( 391.0 - 38.0 ),353,Subtraction,0.5,Local_Fn,353.0,1,0.019399914890527725,0.0,0
chal-680,( ( 4.0 - 2.0 ) + 3.0 ),1,Addition,1.0,Local_Fn,5.0,0,0.02759997732937336,0.0,0
chal-720,( 84.0 - 52.0 ),32,Subtraction,0.5,Local_Fn,32.0,1,0.01910002902150154,0.0,0
chal-238,( 2.0 + 6.0 ),8,Addition,0.5,Local_Fn,8.0,1,0.019300030544400215,0.0,0
chal-266,( ( 43.0 * 23.0 ) + 8.0 ),997,Addition,1.0,Local_Fn,997.0,1,0.02119992859661579,0.0,0
chal-91,( 6.0 - 5.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018999911844730377,0.0,0
chal-836,( ( 57.0 + 26.0 ) + 27.0 ),110,Addition,1.0,Local_Fn,110.0,1,0.021300045773386955,0.0,0
chal-863,( 12.0 / 2.0 ),6,Common-Division,0.5,Local_Fn,6.0,1,0.018799910321831703,0.0,0
chal-55,( 14.0 + 10.0 ),24,Addition,0.5,Local_Fn,24.0,1,0.01859990879893303,0.0,0
chal-658,( 9.0 + 10.0 ),19,Addition,0.5,Local_Fn,19.0,1,0.019399914890527725,0.0,0
chal-944,( 82.0 - 79.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018900027498602867,0.0,0
chal-407,( 18.0 - 10.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.029799994081258774,0.0,0
chal-381,( 450.0 / 30.0 ),15,Common-Division,0.5,Local_Fn,15.0,1,0.02059992402791977,0.0,0
chal-125,( 14.0 - ( 12.0 - 10.0 ) ),12,Subtraction,1.0,Local_Fn,12.0,1,0.021999934688210487,0.0,0
chal-492,( 15.0 - 7.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.020200153812766075,0.0,0
chal-803,( 5.0 + 6.0 ),11,Addition,0.5,Local_Fn,11.0,1,0.019700033590197563,0.0,0
chal-901,( 20.0 - 17.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.02010003663599491,0.0,0
chal-431,( 9.0 - 3.0 ),6,Subtraction,0.5,Local_Fn,6.0,1,0.018999911844730377,0.0,0
chal-946,( 57.0 - 31.0 ),26,Subtraction,0.5,Local_Fn,26.0,1,0.02050003968179226,0.0,0
chal-704,( 151.0 - 50.0 ),101,Subtraction,0.5,Local_Fn,101.0,1,0.01950003206729889,0.0,0
chal-295,( 48.0 - 11.0 ),37,Subtraction,0.5,Local_Fn,37.0,1,0.01910002902150154,0.0,0
chal-879,( 6.0 * 12.0 ),72,Multiplication,0.5,Local_Fn,72.0,1,0.019700033590197563,0.0,0
chal-213,( 17.0 * 4.0 ),68,Multiplication,0.5,Local_Fn,68.0,1,0.01910002902150154,0.0,0
chal-919,( ( 102.0 - 22.0 ) / 8.0 ),10,Common-Division,1.0,Local_Fn,10.0,1,0.021700048819184303,0.0,0
chal-38,( 7.0 - 5.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.018900027498602867,0.0,0
chal-861,( 148.0 - 103.0 ),45,Subtraction,0.5,Local_Fn,45.0,1,0.0195999164134264,0.0,0
chal-899,( 5.0 + 8.0 ),13,Addition,0.5,Local_Fn,13.0,1,0.019399914890527725,0.0,0
chal-126,( 140.0 - 22.0 ),118,Subtraction,0.5,Local_Fn,118.0,1,0.01969980075955391,0.0,0
chal-24,( 5.0 - 4.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01950003206729889,0.0,0
chal-840,( 902.0 + 44.0 ),946,Addition,0.5,Local_Fn,946.0,1,0.01919991336762905,0.0,0
chal-977,( 492.0 / 12.0 ),41,Common-Division,0.5,Local_Fn,41.0,1,0.019900035113096237,0.0,0
chal-102,( 19.0 - 11.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.018799910321831703,0.0,0
chal-116,( 160.0 - 56.0 ),104,Subtraction,0.5,Local_Fn,104.0,1,0.019600149244070053,0.0,0
chal-436,( 36.0 / 12.0 ),3,Common-Division,0.5,Local_Fn,3.0,1,0.019700033590197563,0.0,0
chal-951,( 19.0 + 39.0 ),58,Addition,0.5,Local_Fn,58.0,1,0.018900027498602867,0.0,0
chal-121,( 7.0 - 4.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.018800143152475357,0.0,0
chal-385,( 120.0 / 20.0 ),6,Common-Division,0.5,Local_Fn,6.0,1,0.019099796190857887,0.0,0
chal-48,( ( 8.0 + 10.0 ) - 7.0 ),11,Subtraction,1.0,Local_Fn,11.0,1,0.021900050342082977,0.0,0
chal-172,( 30.0 / 5.0 ),6,Common-Division,0.5,Local_Fn,6.0,1,0.01910002902150154,0.0,0
chal-318,( 18.0 - 4.0 ),14,Subtraction,0.5,Local_Fn,14.0,1,0.02019992098212242,0.0,0
chal-325,( ( 6.0 + 16.0 ) + 19.0 ),41,Addition,1.0,Local_Fn,41.0,1,0.021700048819184303,0.0,0
chal-881,( 7.0 - 4.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.01910002902150154,0.0,0
chal-264,( 3.0 - 2.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018800143152475357,0.0,0
chal-146,( 214.0 + 910.0 ),1124,Addition,0.5,Local_Fn,1124.0,1,0.019200146198272705,0.0,0
chal-44,( ( 3.0 + 2.0 ) - 4.0 ),1,Subtraction,1.0,Local_Fn,1.0,1,0.020900042727589607,0.0,0
chal-505,( 34.0 + 18.0 ),52,Addition,0.5,Local_Fn,52.0,1,0.01910002902150154,0.0,0
chal-87,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.020999927073717117,0.0,0
chal-377,( 145.0 - 139.0 ),6,Subtraction,0.5,Local_Fn,6.0,1,0.019700033590197563,0.0,0
chal-531,( 11.0 - 8.0 ),3,Subtraction,0.5,Local_Fn,3.0,1,0.01940014772117138,0.0,0
chal-985,( ( 28.0 + 939.0 ) * 1091.0 ),1054997,Multiplication,1.0,Local_Fn,1054997.0,1,0.021999934688210487,0.0,0
chal-852,( 37.0 - 30.0 ),7,Subtraction,0.5,Local_Fn,7.0,1,0.019200146198272705,0.0,0
chal-346,( 5.0 + 12.0 ),17,Addition,0.5,Local_Fn,17.0,1,0.0200001522898674,0.0,0
chal-404,( 16.0 - 5.0 ),11,Subtraction,0.5,Local_Fn,11.0,1,0.018899794667959213,0.0,0
chal-227,( 28.0 / 2.0 ),14,Common-Division,0.5,Local_Fn,14.0,1,0.018999911844730377,0.0,0
chal-988,( 3.0 + 2.0 ),5,Addition,0.5,Local_Fn,5.0,1,0.01910002902150154,0.0,0
chal-165,( 115.0 - 78.0 ),37,Subtraction,0.5,Local_Fn,37.0,1,0.01950003206729889,0.0,0
chal-336,( 7.0 - ( 2.0 + 4.0 ) ),1,Subtraction,1.0,Local_Fn,1.0,1,0.021200161427259445,0.0,0
chal-601,( 4.0 - 2.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.019700033590197563,0.0,0
chal-917,( 134.0 - 11.0 ),123,Subtraction,0.5,Local_Fn,123.0,1,0.019700033590197563,0.0,0
chal-473,( 15.0 / 5.0 ),3,Common-Division,0.5,Local_Fn,3.0,1,0.018799910321831703,0.0,0
chal-448,( 3.0 - 2.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01910002902150154,0.0,0
chal-108,( 141.0 * 71.0 ),10011,Multiplication,0.5,Local_Fn,10011.0,1,0.019999919459223747,0.0,0
chal-857,( 264.0 - ( 15.0 * 11.0 ) ),99,Subtraction,1.0,Local_Fn,99.0,1,0.022099819034337997,0.0,0
chal-156,( 10.0 / 2.0 ),5,Common-Division,0.5,Local_Fn,5.0,1,0.020399922505021095,0.0,0
chal-459,( ( 41.0 + 26.0 ) + 4.0 ),71,Addition,1.0,Local_Fn,71.0,1,0.021900050342082977,0.0,0
chal-281,( ( 9.0 + 62.0 ) + 140.0 ),211,Addition,1.0,Local_Fn,211.0,1,0.02119992859661579,0.0,0
chal-208,( 5.0 - 4.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.019200146198272705,0.0,0
chal-155,( 6.0 - 4.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.01900014467537403,0.0,0
chal-588,( ( 62.0 - 144.0 ) + 149.0 ),67,Addition,1.0,Local_Fn,67.0,1,0.021800165995955467,0.0,0
chal-758,( 86.0 - 41.0 ),45,Subtraction,0.5,Local_Fn,45.0,1,0.01940014772117138,0.0,0
chal-986,( 11.0 - 3.0 ),8,Subtraction,0.5,Local_Fn,8.0,1,0.01919991336762905,0.0,0
chal-384,( 406.0 - 336.0 ),70,Subtraction,0.5,Local_Fn,70.0,1,0.01950003206729889,0.0,0
chal-802,( 14.0 + 8.0 ),22,Addition,0.5,Local_Fn,22.0,1,0.019200146198272705,0.0,0
chal-649,( ( 23.0 - 15.0 ) / 4.0 ),2,Common-Division,1.0,Local_Fn,2.0,1,0.021600164473056793,0.0,0
chal-807,( 18.0 + 14.0 ),32,Addition,0.5,Local_Fn,32.0,1,0.019200146198272705,0.0,0
chal-537,( ( 49.0 - 59.0 ) + 24.0 ),14,Addition,1.0,Local_Fn,14.0,1,0.028799986466765404,0.0,0
chal-504,( 19.0 - 2.0 ),17,Subtraction,0.5,Local_Fn,17.0,1,0.01919991336762905,0.0,0
chal-738,( 7.0 - 5.0 ),2,Subtraction,0.5,Local_Fn,2.0,1,0.018800143152475357,0.0,0
chal-560,( 79.0 - ( 14.0 + 11.0 ) ),54,Subtraction,1.0,Local_Fn,54.0,1,0.02119992859661579,0.0,0
chal-545,( 36.0 - 35.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01969980075955391,0.0,0
chal-357,( 24.0 - ( 3.0 + 9.0 ) ),12,Subtraction,1.0,Local_Fn,12.0,1,0.021300045773386955,0.0,0
chal-207,( 8.0 + 3.0 ),11,Addition,0.5,Local_Fn,11.0,1,0.019800150766968727,0.0,0
chal-889,( ( 5.0 * 10.0 ) - 5.0 ),45,Subtraction,1.0,Local_Fn,45.0,1,0.021300045773386955,0.0,0
chal-612,( 440.0 - ( 111.0 + 106.0 ) ),223,Subtraction,1.0,Local_Fn,223.0,1,0.021499814465641975,0.0,0
chal-712,( 60.0 - 19.0 ),41,Subtraction,0.5,Local_Fn,41.0,1,0.018800143152475357,0.0,0
chal-532,( ( 11.0 * 15.0 ) - 16.0 ),149,Subtraction,1.0,Local_Fn,149.0,1,0.02210005186498165,0.0,0
chal-260,( 91.0 + 92.0 ),183,Addition,0.5,Local_Fn,183.0,1,0.018700025975704193,0.0,0
chal-154,( 19.0 - ( 4.0 - 19.0 ) ),34,Subtraction,1.0,Local_Fn,34.0,1,0.03320001997053623,0.0,0
chal-853,( 30.0 - ( 47.0 - 30.0 ) ),13,Subtraction,1.0,Local_Fn,13.0,1,0.02300017513334751,0.0,0
chal-64,( ( 11.0 - 7.0 ) - 2.0 ),2,Subtraction,1.0,Local_Fn,2.0,1,0.02150004729628563,0.0,0
chal-435,( 28.0 / 7.0 ),4,Common-Division,0.5,Local_Fn,4.0,1,0.01910002902150154,0.0,0
chal-340,( 53.0 - 49.0 ),4,Subtraction,0.5,Local_Fn,4.0,1,0.018800143152475357,0.0,0
chal-514,( 43.0 - 27.0 ),16,Subtraction,0.5,Local_Fn,16.0,1,0.01850002445280552,0.0,0
chal-749,( 7.0 - ( 2.0 + 3.0 ) ),2,Subtraction,1.0,Local_Fn,2.0,1,0.02169981598854065,0.0,0
chal-488,( 153.0 / 17.0 ),9,Common-Division,0.5,Local_Fn,9.0,1,0.01919991336762905,0.0,0
chal-525,( 8.0 - 3.0 ),5,Subtraction,0.5,Local_Fn,5.0,1,0.01950003206729889,0.0,0
chal-894,( 14.0 - 13.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01919991336762905,0.0,0
chal-953,( 406.0 - 132.0 ),274,Subtraction,0.5,Local_Fn,274.0,1,0.01919991336762905,0.0,0
chal-187,( ( 15.0 - 10.0 ) / 5.0 ),1,Common-Division,1.0,Local_Fn,1.0,1,0.021099811419844627,0.0,0
chal-674,( ( 18.0 - 10.0 ) * 15.0 ),120,Multiplication,1.0,Local_Fn,120.0,1,0.021399930119514465,0.0,0
chal-344,( 80.0 - 37.0 ),43,Subtraction,0.5,Local_Fn,43.0,1,0.018799910321831703,0.0,0
chal-378,( 8.0 - 7.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.01850002445280552,0.0,0
chal-904,( 12.0 - 11.0 ),1,Subtraction,0.5,Local_Fn,1.0,1,0.018800143152475357,0.0,0
chal-369,( 4.0 + 3.0 ),7,Addition,0.5,Local_Fn,7.0,1,0.018900027498602867,0.0,0
chal-569,( 9.0 + 11.0 ),20,Addition,0.5,Local_Fn,20.0,1,0.019900035113096237,0.0,0
