ID,Equation,Answer,Type,Complexity,Method_Used,Output_Answer,IsCorrect,Latency_ms,Invocations,CPU_Cycles,RAM_Peak_MB,Env_Status,Network_Bytes_Sent/Received
chal-130,( 14.0 - 7.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,415.1137999724597,1,0.0,0.00390625,API_OK,95/2277
chal-638,( 8.0 / 4.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,429.8739000223577,1,0.0,0,API_OK,94/2281
chal-992,( 308.0 + 318.0 ),626,Addition,0.5,API_REST_Wolfram,626.0,1,431.9289999548346,1,0.0,0,API_OK,98/2336
chal-343,( 4.0 - 3.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,413.6955998837948,1,0.0,0.00390625,API_OK,94/2267
chal-309,( 56.0 * 39.0 ),2184,Multiplication,0.5,API_REST_Wolfram,2184.0,1,408.1418998539448,1,0.03125,0.00390625,API_OK,96/2309
chal-137,( 115.0 - 111.0 ),4,Subtraction,0.5,API_REST_Wolfram,4.0,1,398.7243000883609,1,0.0,0.00390625,API_OK,98/2276
chal-89,( 21.0 - 16.0 ),5,Subtraction,0.5,API_REST_Wolfram,5.0,1,416.4644000120461,1,0.015625,0.015625,API_OK,96/2278
chal-328,( 78.0 / 3.0 ),26,Common-Division,0.5,API_REST_Wolfram,26.0,1,418.9543998800218,1,0.0,0,API_OK,95/2311
chal-476,( 10.0 / ( 4.0 + 6.0 ) ),1,Common-Division,1.0,API_REST_Wolfram,1.0,1,462.8076001536101,1,0.0,0,API_OK,113/2325
chal-982,( 62.0 - 39.0 ),23,Subtraction,0.5,API_REST_Wolfram,23.0,1,394.3010999355465,1,0.015625,0.02734375,API_OK,96/2291
chal-851,( 62.0 * 183.0 ),11346,Multiplication,0.5,API_REST_Wolfram,11346.0,1,390.09699993766844,1,0.0,0.00390625,API_OK,97/2318
chal-893,( 61.0 - 52.0 ),9,Subtraction,0.5,API_REST_Wolfram,9.0,1,404.62020016275346,1,0.0,0,API_OK,96/2268
chal-376,( 76.0 * 2.0 ),152,Multiplication,0.5,API_REST_Wolfram,152.0,1,419.40100002102554,1,0.0,0.0078125,API_OK,95/2318
chal-179,( ( 6.0 + 3.0 ) + 5.0 ),14,Addition,1.0,API_REST_Wolfram,14.0,1,466.8192998506129,1,0.0,0,API_OK,112/2320
chal-27,( 450.0 + 38.0 ),488,Addition,0.5,API_REST_Wolfram,488.0,1,483.02210005931556,1,0.015625,0,API_OK,97/2897
chal-350,( 3.0 + 10.0 ),13,Addition,0.5,API_REST_Wolfram,13.0,1,442.6629999652505,1,0.0,0.01171875,API_OK,95/2275
chal-500,( 180.0 / 15.0 ),12,Common-Division,0.5,API_REST_Wolfram,12.0,1,396.3447001297027,1,0.0,0.00390625,API_OK,97/2309
chal-475,( 612.0 / 6.0 ),102,Common-Division,0.5,API_REST_Wolfram,102.0,1,403.8688000291586,1,0.0,0,API_OK,96/2350
chal-618,( ( 57.0 + 39.0 ) - 34.0 ),62,Subtraction,1.0,API_REST_Wolfram,62.0,1,473.85510010644794,1,0.0,0.01953125,API_OK,115/2892
chal-698,( 10.0 - 7.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,463.61430012620986,1,0.015625,0.01171875,API_OK,95/2263
chal-51,( 97.0 - 40.0 ),57,Subtraction,0.5,API_REST_Wolfram,57.0,1,464.959500124678,1,0.0,0,API_OK,96/2841
chal-212,( 25.0 * 14.0 ),350,Multiplication,0.5,API_REST_Wolfram,350.0,1,1596.2636999320239,1,0.0,0,API_OK,96/2317
chal-382,( 20.0 - 19.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,433.0134999472648,1,0.015625,0.015625,API_OK,96/2261
chal-884,( 53.0 - 14.0 ),39,Subtraction,0.5,API_REST_Wolfram,39.0,1,487.00179997831583,1,0.0,0,API_OK,96/2841
chal-174,( 17.0 - 9.0 ),8,Subtraction,0.5,API_REST_Wolfram,8.0,1,481.7562000826001,1,0.015625,0,API_OK,95/2263
chal-148,( 628.0 - 159.0 ),469,Subtraction,0.5,API_REST_Wolfram,469.0,1,456.88180020079017,1,0.015625,0.0078125,API_OK,98/2901
chal-420,( 20.0 - 12.0 ),8,Subtraction,0.5,API_REST_Wolfram,8.0,1,594.5999999530613,1,0.0,0.0234375,API_OK,96/2266
chal-962,( 108.0 * 58.0 ),6264,Multiplication,0.5,API_REST_Wolfram,6264.0,1,891.9823998585343,1,0.0,0,API_OK,97/2308
chal-149,( 576.0 / 8.0 ),72,Common-Division,0.5,API_REST_Wolfram,72.0,1,532.5946998782456,1,0.0,0,API_OK,96/2316
chal-976,( 20.0 + 14.0 ),34,Addition,0.5,API_REST_Wolfram,34.0,1,409.14929984137416,1,0.0,0.01953125,API_OK,96/2286
chal-80,( 215.0 * 20.0 ),4300,Multiplication,0.5,API_REST_Wolfram,4300.0,1,450.3468000330031,1,0.0,0.00390625,API_OK,97/2313
chal-776,( 12.0 * 35.0 ),420,Multiplication,0.5,API_REST_Wolfram,420.0,1,378.8064999971539,1,0.0,0.00390625,API_OK,96/2321
chal-303,( 13.0 + 12.0 ),25,Addition,0.5,API_REST_Wolfram,25.0,1,401.5281999018043,1,0.0,0,API_OK,96/2288
chal-996,( 36.0 / 12.0 ),3,Common-Division,0.5,API_REST_Wolfram,3.0,1,441.66230014525354,1,0.0,0,API_OK,96/2295
chal-526,( 38.0 / 19.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,437.483899993822,1,0.0,0,API_OK,96/2303
chal-775,( 12.0 + 9.0 ),21,Addition,0.5,API_REST_Wolfram,21.0,1,394.57559981383383,1,0.0,0.01171875,API_OK,95/2281
chal-232,( 8.0 * 35.0 ),280,Multiplication,0.5,API_REST_Wolfram,280.0,1,406.46630013361573,1,0.0,0.01953125,API_OK,95/2314
chal-626,( ( 14.0 - 20.0 ) + 8.0 ),2,Addition,1.0,API_REST_Wolfram,2.0,1,556.3493999652565,1,0.0,0,API_OK,114/2297
chal-801,( 4.0 - ( 3.0 - 4.0 ) ),5,Subtraction,1.0,API_REST_Wolfram,5.0,1,565.233799861744,1,0.0,0.015625,API_OK,112/2859
chal-562,( 6.0 - 2.0 ),4,Subtraction,0.5,API_REST_Wolfram,4.0,1,482.30149992741644,1,0.0,0.00390625,API_OK,94/2793
chal-510,( 37.0 - 15.0 ),22,Subtraction,0.5,API_REST_Wolfram,22.0,1,458.19070003926754,1,0.015625,0.00390625,API_OK,96/2838
chal-841,( 7.0 - 2.0 ),5,Subtraction,0.5,API_REST_Wolfram,5.0,1,455.05330013111234,1,0.0,0.00390625,API_OK,94/2793
chal-495,( 17.0 - 13.0 ),4,Subtraction,0.5,API_REST_Wolfram,4.0,1,469.4033998530358,1,0.0,0,API_OK,96/2264
chal-120,( 27.0 - 5.0 ),22,Subtraction,0.5,API_REST_Wolfram,22.0,1,495.236299932003,1,0.0,0.0234375,API_OK,95/2827
chal-478,( 54.0 - 48.0 ),6,Subtraction,0.5,API_REST_Wolfram,6.0,1,392.42140017449856,1,0.0,0.01171875,API_OK,96/2261
chal-145,( 257.0 - 120.0 ),137,Subtraction,0.5,API_REST_Wolfram,137.0,1,468.1044998578727,1,0.0,0,API_OK,98/2904
chal-30,( 4.0 / 2.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,479.16350001469254,1,0.0,0.02734375,API_OK,94/2281
chal-911,( 28.0 * 4.0 ),112,Multiplication,0.5,API_REST_Wolfram,112.0,1,508.7207001633942,1,0.0,0,API_OK,95/2310
chal-122,( ( 19.0 + 237.0 ) - 231.0 ),25,Subtraction,1.0,API_REST_Wolfram,25.0,1,455.0821001175791,1,0.0,0,API_OK,117/2337
chal-606,( 61.0 + 177.0 ),238,Addition,0.5,API_REST_Wolfram,238.0,1,413.2230000104755,1,0.0,0.0078125,API_OK,97/2338
chal-62,( 6.0 / 3.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,401.0373998899013,1,0.0,0.015625,API_OK,94/2280
chal-872,( 11.0 * 9.0 ),99,Multiplication,0.5,API_REST_Wolfram,99.0,1,404.654499841854,1,0.0,0,API_OK,95/2285
chal-573,( 34.0 - 15.0 ),19,Subtraction,0.5,API_REST_Wolfram,19.0,1,420.85770005360246,1,0.0,0.01953125,API_OK,96/2828
chal-6,( 49.0 - 3.0 ),46,Subtraction,0.5,API_REST_Wolfram,46.0,1,494.52369986101985,1,0.0,0,API_OK,95/2827
chal-927,( 24.0 - 17.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,420.7421999890357,1,0.0,0,API_OK,96/2267
chal-640,( 11.0 - 8.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,434.2546002008021,1,0.0,0.0078125,API_OK,95/2263
chal-440,( 7.0 - 2.0 ),5,Subtraction,0.5,API_REST_Wolfram,5.0,1,497.48539994470775,1,0.0,0,API_OK,94/2793
chal-730,( 23.0 - 10.0 ),13,Subtraction,0.5,API_REST_Wolfram,13.0,1,507.9638999886811,1,0.0,0,API_OK,96/2826
chal-194,( 40.0 - 19.0 ),21,Subtraction,0.5,API_REST_Wolfram,21.0,1,477.48630004934967,1,0.0,0.00390625,API_OK,96/2825
chal-753,( 376.0 - 111.0 ),265,Subtraction,0.5,API_REST_Wolfram,265.0,1,468.843299895525,1,0.0,0.00390625,API_OK,98/2898
chal-627,( 16.0 + 6.0 ),22,Addition,0.5,API_REST_Wolfram,22.0,1,481.39140009880066,1,0.0,0,API_OK,95/2813
chal-572,( ( 134.0 - 39.0 ) - 68.0 ),27,Subtraction,1.0,API_REST_Wolfram,27.0,1,489.92719990201294,1,0.0,0.0078125,API_OK,116/2340
chal-18,( 732.0 + 682.0 ),1414,Addition,0.5,API_REST_Wolfram,1414.0,1,393.7355000525713,1,0.015625,0.015625,API_OK,98/2316
chal-743,( ( 6.0 - 2.0 ) + 7.0 ),11,Addition,1.0,API_REST_Wolfram,11.0,1,572.2101998981088,1,0.0,0,API_OK,112/2301
chal-915,( ( 87.0 - 7.0 ) - 7.0 ),73,Subtraction,1.0,API_REST_Wolfram,73.0,1,537.8867001272738,1,0.015625,0.0078125,API_OK,113/2880
chal-511,( 10.0 / 5.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,453.2382001634687,1,0.0,0,API_OK,95/2285
chal-574,( 95.0 * 118.0 ),11210,Multiplication,0.5,API_REST_Wolfram,11210.0,1,394.45600006729364,1,0.0,0,API_OK,97/2319
chal-139,( 8.0 / 4.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,391.4163000881672,1,0.0,0.02734375,API_OK,94/2281
chal-192,( 20.0 / 2.0 ),10,Common-Division,0.5,API_REST_Wolfram,10.0,1,447.0315999351442,1,0.015625,0,API_OK,95/2288
chal-5,( 30.0 - 28.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,410.088500007987,1,0.0,0,API_OK,96/2261
chal-444,( ( 17.0 - 7.0 ) - 8.0 ),2,Subtraction,1.0,API_REST_Wolfram,2.0,1,520.9060998167843,1,0.015625,0.0078125,API_OK,113/2292
chal-21,( ( 121.0 - 105.0 ) + 170.0 ),186,Addition,1.0,API_REST_Wolfram,186.0,1,432.5427000876516,1,0.0,0.015625,API_OK,118/2377
chal-214,( 21.0 - 2.0 ),19,Subtraction,0.5,API_REST_Wolfram,19.0,1,469.5998001843691,1,0.015625,0,API_OK,95/2821
chal-65,( 149.0 - 10.0 ),139,Subtraction,0.5,API_REST_Wolfram,139.0,1,474.1132000926882,1,0.0,0.0078125,API_OK,97/2894
chal-412,( 9.0 - 2.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,470.7770999521017,1,0.0,0,API_OK,94/2796
chal-302,( ( 14.0 - 5.0 ) - 6.0 ),3,Subtraction,1.0,API_REST_Wolfram,3.0,1,460.2640999946743,1,0.0,0,API_OK,113/2299
chal-334,( ( 23.0 + 4.0 ) - 2.0 ),25,Subtraction,1.0,API_REST_Wolfram,25.0,1,505.8935999404639,1,0.0,0.00390625,API_OK,113/2884
chal-193,( 14.0 - ( 4.0 * 3.0 ) ),2,Subtraction,1.0,API_REST_Wolfram,2.0,1,453.0774001032114,1,0.0,0.015625,API_OK,113/2299
chal-665,( 240.0 - 210.0 ),30,Subtraction,0.5,API_REST_Wolfram,30.0,1,430.51189999096096,1,0.0,0,API_OK,98/2281
chal-263,( 89.0 - 63.0 ),26,Subtraction,0.5,API_REST_Wolfram,26.0,1,392.1288999263197,1,0.0,0.00390625,API_OK,96/2289
chal-648,( 666.0 - 100.0 ),566,Subtraction,0.5,API_REST_Wolfram,566.0,1,482.1098998654634,1,0.0,0,API_OK,98/2895
chal-811,( 13.0 + 8.0 ),21,Addition,0.5,API_REST_Wolfram,21.0,1,439.81119990348816,1,0.0,0,API_OK,95/2279
chal-233,( 16.0 - 8.0 ),8,Subtraction,0.5,API_REST_Wolfram,8.0,1,403.8694999180734,1,0.0,0.015625,API_OK,95/2263
chal-796,( 167.0 - 108.0 ),59,Subtraction,0.5,API_REST_Wolfram,59.0,1,455.3235999774188,1,0.0,0.01953125,API_OK,98/2311
chal-682,( 67.0 - 35.0 ),32,Subtraction,0.5,API_REST_Wolfram,32.0,1,401.8403000663966,1,0.0,0,API_OK,96/2289
chal-805,( 131.0 - 19.0 ),112,Subtraction,0.5,API_REST_Wolfram,112.0,1,457.6927002053708,1,0.0,0.00390625,API_OK,97/2879
chal-483,( ( 53.0 + 181.0 ) * 466.0 ),109044,Multiplication,1.0,API_REST_Wolfram,109044.0,1,446.2393999565393,1,0.0,0.015625,API_OK,117/2389
chal-361,( 51.0 - 44.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,405.88789992034435,1,0.0,0,API_OK,96/2270
chal-839,( 85.0 - ( 23.0 + 37.0 ) ),25,Subtraction,1.0,API_REST_Wolfram,25.0,1,467.802100116387,1,0.0,0.0078125,API_OK,115/2362
chal-237,( 397.0 + 85.0 ),482,Addition,0.5,API_REST_Wolfram,482.0,1,467.7341999486089,1,0.0,0.00390625,API_OK,97/2890
chal-628,( 34044.0 + 424944.0 ),458988,Addition,0.5,API_REST_Wolfram,458988.0,1,568.762400187552,1,0.0,0,API_OK,103/2478
chal-958,( 21.0 / 3.0 ),7,Common-Division,0.5,API_REST_Wolfram,7.0,1,416.0243000369519,1,0.0,0.02734375,API_OK,95/2305
chal-583,( ( 8.0 + 8.0 ) - 3.0 ),13,Subtraction,1.0,API_REST_Wolfram,13.0,1,511.50369993411005,1,0.0,0,API_OK,112/2872
chal-273,( 4.0 * 12.0 ),48,Multiplication,0.5,API_REST_Wolfram,48.0,1,432.77219985611737,1,0.0,0,API_OK,95/2299
chal-202,( 60.0 / 10.0 ),6,Common-Division,0.5,API_REST_Wolfram,6.0,1,396.88010001555085,1,0.0,0.0078125,API_OK,96/2303
chal-14,( ( 4.0 + 13.0 ) * 15.0 ),255,Multiplication,1.0,API_REST_Wolfram,255.0,1,457.234000088647,1,0.0,0,API_OK,114/2398
chal-428,( 10.0 + 8.0 ),18,Addition,0.5,API_REST_Wolfram,18.0,1,502.8856999706477,1,0.015625,0.0078125,API_OK,95/2275
chal-240,( ( 51.0 + 22.0 ) - 4.0 ),69,Subtraction,1.0,API_REST_Wolfram,69.0,1,484.2816002201289,1,0.0,0.00390625,API_OK,114/2888
chal-85,( 4.0 * 5.0 ),20,Multiplication,0.5,API_REST_Wolfram,20.0,1,422.7702000644058,1,0.0,0.01171875,API_OK,94/2266
chal-533,( 17.0 - 16.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,405.30019998550415,1,0.0,0,API_OK,96/2261
chal-173,( 26.0 * 33.0 ),858,Multiplication,0.5,API_REST_Wolfram,858.0,1,426.52460001409054,1,0.0,0.0078125,API_OK,96/2353
chal-290,( 557.0 + 188.0 ),745,Addition,0.5,API_REST_Wolfram,745.0,1,472.69099997356534,1,0.015625,0.015625,API_OK,98/2900
chal-486,( 65.0 * 6.0 ),390,Multiplication,0.5,API_REST_Wolfram,390.0,1,411.6426999680698,1,0.0,0,API_OK,95/2319
chal-330,( 71.0 - 60.0 ),11,Subtraction,0.5,API_REST_Wolfram,11.0,1,403.64670008420944,1,0.0,0.00390625,API_OK,96/2277
chal-684,( 17.0 - 13.0 ),4,Subtraction,0.5,API_REST_Wolfram,4.0,1,470.54279991425574,1,0.0,0.0078125,API_OK,96/2264
chal-319,( ( 4.0 + 2.0 ) - 3.0 ),3,Subtraction,1.0,API_REST_Wolfram,3.0,1,601.6428000293672,1,0.0,0.00390625,API_OK,112/2309
chal-455,( 7.0 - 6.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,455.9558001346886,1,0.0,0.01171875,API_OK,94/2253
chal-250,( 2.0 * 7.0 ),14,Multiplication,0.5,API_REST_Wolfram,14.0,1,437.77049984782934,1,0.0,0,API_OK,94/2286
chal-847,( ( 28.0 + 52.0 ) * 26.0 ),2080,Multiplication,1.0,API_REST_Wolfram,2080.0,1,459.26099992357194,1,0.0,0,API_OK,115/2363
chal-280,( 18.0 / 6.0 ),3,Common-Division,0.5,API_REST_Wolfram,3.0,1,486.11739999614656,1,0.03125,0.01171875,API_OK,95/2291
chal-456,( 4.0 + 6.0 ),10,Addition,0.5,API_REST_Wolfram,10.0,1,426.26810004003346,1,0.0,0.0078125,API_OK,94/2256
chal-902,( ( 9.0 - 4.0 ) + 5.0 ),10,Addition,1.0,API_REST_Wolfram,10.0,1,445.62729983590543,1,0.0,0.0078125,API_OK,112/2306
chal-762,( 5.0 - 2.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,550.7163000293076,1,0.015625,0.00390625,API_OK,94/2794
chal-548,( 95.0 - 64.0 ),31,Subtraction,0.5,API_REST_Wolfram,31.0,1,423.2316000852734,1,0.0,0,API_OK,96/2289
chal-181,( ( 13.0 * 17.0 ) + 8.0 ),229,Addition,1.0,API_REST_Wolfram,229.0,1,538.3824000600725,1,0.0,0,API_OK,114/2919
chal-558,( 54.0 - 13.0 ),41,Subtraction,0.5,API_REST_Wolfram,41.0,1,411.7850000038743,1,0.015625,0.00390625,API_OK,96/2845
chal-629,( 97.0 - 8.0 ),89,Subtraction,0.5,API_REST_Wolfram,89.0,1,448.0377999134362,1,0.0,0.01953125,API_OK,95/2834
chal-424,( 457.0 - 63.0 ),394,Subtraction,0.5,API_REST_Wolfram,394.0,1,479.6686000190675,1,0.0,0,API_OK,97/2914
chal-844,( 56.0 / 4.0 ),14,Common-Division,0.5,API_REST_Wolfram,14.0,1,386.1852998379618,1,0.0,0,API_OK,95/2303
chal-11,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction,1.0,API_REST_Wolfram,1.0,1,484.20599987730384,1,0.0,0.00390625,API_OK,112/2305
chal-200,( 360.0 / 9.0 ),40,Common-Division,0.5,API_REST_Wolfram,40.0,1,418.1325000245124,1,0.0,0,API_OK,96/2316
chal-426,( ( 3.0 + 4.0 ) - 5.0 ),2,Subtraction,1.0,API_REST_Wolfram,2.0,1,481.03670007549226,1,0.0,0.015625,API_OK,112/2288
chal-535,( ( 573.0 - 195.0 ) - 210.0 ),168,Subtraction,1.0,API_REST_Wolfram,168.0,1,615.771499928087,1,0.015625,0,API_OK,118/2385
chal-32,( 17.0 - 15.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,424.7151000890881,1,0.0,0.03125,API_OK,96/2261
chal-580,( 128.0 - 38.0 ),90,Subtraction,0.5,API_REST_Wolfram,90.0,1,481.84569994919,1,0.015625,0,API_OK,97/2832
chal-405,( 32.0 - 23.0 ),9,Subtraction,0.5,API_REST_Wolfram,9.0,1,403.46019994467497,1,0.015625,0,API_OK,96/2278
chal-278,( 10.0 / 2.0 ),5,Common-Division,0.5,API_REST_Wolfram,5.0,1,432.77169996872544,1,0.015625,0.01171875,API_OK,95/2288
chal-445,( 14.0 - 6.0 ),8,Subtraction,0.5,API_REST_Wolfram,8.0,1,454.4623999390751,1,0.0,0.02734375,API_OK,95/2806
chal-772,( 82.0 * 25.0 ),2050,Multiplication,0.5,API_REST_Wolfram,2050.0,1,478.7432998418808,1,0.015625,0,API_OK,96/2305
chal-373,( ( 2.0 + 4.0 ) - 3.0 ),3,Subtraction,1.0,API_REST_Wolfram,3.0,1,503.64640005864203,1,0.0,0.00390625,API_OK,112/2291
chal-723,( 21.0 - 7.0 ),14,Subtraction,0.5,API_REST_Wolfram,14.0,1,548.2061998918653,1,0.0,0.015625,API_OK,95/2819
chal-401,( 19.0 - 11.0 ),8,Subtraction,0.5,API_REST_Wolfram,8.0,1,405.7259000837803,1,0.0,0.00390625,API_OK,96/2267
chal-79,( 11.0 - 9.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,531.3776999246329,1,0.03125,0.0078125,API_OK,95/2270
chal-538,( 19.0 - 12.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,381.361500127241,1,0.0,0,API_OK,96/2267
chal-576,( 12.0 / 3.0 ),4,Common-Division,0.5,API_REST_Wolfram,4.0,1,418.8368001487106,1,0.0,0.00390625,API_OK,95/2287
chal-549,( 18.0 / 6.0 ),3,Common-Division,0.5,API_REST_Wolfram,3.0,1,410.076400032267,1,0.0,0.015625,API_OK,95/2288
chal-711,( 9.0 - 7.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,487.60679992847145,1,0.0,0,API_OK,94/2253
chal-42,( 50.0 - 46.0 ),4,Subtraction,0.5,API_REST_Wolfram,4.0,1,410.5082000605762,1,0.015625,0.0078125,API_OK,96/2264
chal-886,( 15.0 - 5.0 ),10,Subtraction,0.5,API_REST_Wolfram,10.0,1,519.1121001262218,1,0.0,0,API_OK,95/2806
chal-633,( 12.0 / 3.0 ),4,Common-Division,0.5,API_REST_Wolfram,4.0,1,416.97919997386634,1,0.0,0,API_OK,95/2288
chal-859,( ( 23.0 + 61.0 ) * 29.0 ),2436,Multiplication,1.0,API_REST_Wolfram,2436.0,1,424.1718000266701,1,0.0,0.02734375,API_OK,115/2367
chal-140,( 19.0 - 3.0 ),16,Subtraction,0.5,API_REST_Wolfram,16.0,1,449.5603998657316,1,0.0,0.00390625,API_OK,95/2818
chal-386,( 5.0 - ( 14.0 - 11.0 ) ),2,Subtraction,1.0,API_REST_Wolfram,2.0,1,460.2491999976337,1,0.0,0,API_OK,114/2312
chal-457,( 28.0 - 7.0 ),21,Subtraction,0.5,API_REST_Wolfram,21.0,1,455.0703000277281,1,0.0,0.0234375,API_OK,95/2826
chal-933,( ( 2.0 + 150.0 ) - 58.0 ),94,Subtraction,1.0,API_REST_Wolfram,94.0,1,484.9839999806136,1,0.015625,0.0078125,API_OK,115/2901
chal-814,( 93.0 - 60.0 ),33,Subtraction,0.5,API_REST_Wolfram,33.0,1,436.3677999936044,1,0.03125,0,API_OK,96/2309
chal-141,( 23.0 - 8.0 ),15,Subtraction,0.5,API_REST_Wolfram,15.0,1,468.5924998484552,1,0.0,0.0078125,API_OK,95/2818
chal-625,( 5.0 - 2.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,478.82580012083054,1,0.0,0.01953125,API_OK,94/2781
chal-321,( 15.0 - 6.0 ),9,Subtraction,0.5,API_REST_Wolfram,9.0,1,460.68189991638064,1,0.0,0,API_OK,95/2788
chal-709,( 2.0 + 7.0 ),9,Addition,0.5,API_REST_Wolfram,9.0,1,455.6998999323696,1,0.0,0.015625,API_OK,94/2254
chal-458,( 8.0 / 2.0 ),4,Common-Division,0.5,API_REST_Wolfram,4.0,1,421.7381998896599,1,0.0,0.00390625,API_OK,94/2284
chal-874,( ( 105.0 + 71.0 ) - 137.0 ),39,Subtraction,1.0,API_REST_Wolfram,39.0,1,473.87610003352165,1,0.0,0,API_OK,117/2355
chal-327,( 20.0 - 7.0 ),13,Subtraction,0.5,API_REST_Wolfram,13.0,1,535.3325000032783,1,0.0,0.00390625,API_OK,95/2806
chal-127,( 70.0 / 14.0 ),5,Common-Division,0.5,API_REST_Wolfram,5.0,1,446.6713999863714,1,0.0,0,API_OK,96/2296
chal-133,( ( 22.0 + 40.0 ) - 2.0 ),60,Subtraction,1.0,API_REST_Wolfram,60.0,1,472.17039996758103,1,0.015625,0.0078125,API_OK,114/2873
chal-818,( 169.0 - 137.0 ),32,Subtraction,0.5,API_REST_Wolfram,32.0,1,480.37170013412833,1,0.0,0.01171875,API_OK,98/2307
chal-398,( 18.0 - 8.0 ),10,Subtraction,0.5,API_REST_Wolfram,10.0,1,520.8984999917448,1,0.0,0,API_OK,95/2819
chal-916,( 485.0 - 232.0 ),253,Subtraction,0.5,API_REST_Wolfram,253.0,1,473.712399834767,1,0.0,0,API_OK,98/2899
chal-994,( 84.0 / 2.0 ),42,Common-Division,0.5,API_REST_Wolfram,42.0,1,408.9222999755293,1,0.015625,0,API_OK,95/2306
chal-416,( 15.0 - 12.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,422.78000013902783,1,0.0,0.02734375,API_OK,96/2266
chal-596,( ( 76.0 - 64.0 ) * 50.0 ),600,Multiplication,1.0,API_REST_Wolfram,600.0,1,439.70520002767444,1,0.0,0,API_OK,115/2352
chal-259,( 8.0 + 32.0 ),40,Addition,0.5,API_REST_Wolfram,40.0,1,405.81380017101765,1,0.0,0.0078125,API_OK,95/2266
chal-314,( 81.0 - 59.0 ),22,Subtraction,0.5,API_REST_Wolfram,22.0,1,374.2835000157356,1,0.0,0,API_OK,96/2288
chal-410,( 154.0 + 301.0 ),455,Addition,0.5,API_REST_Wolfram,455.0,1,383.7105999700725,1,0.015625,0.12890625,API_OK,98/2340
chal-163,( 28.0 - 15.0 ),13,Subtraction,0.5,API_REST_Wolfram,13.0,1,395.14619996771216,1,0.015625,0.00390625,API_OK,96/2279
chal-305,( 5.0 + 9.0 ),14,Addition,0.5,API_REST_Wolfram,14.0,1,422.4906999152154,1,0.0,0.0078125,API_OK,94/2271
chal-287,( 571.0 - 161.0 ),410,Subtraction,0.5,API_REST_Wolfram,410.0,1,484.22179999761283,1,0.0,0,API_OK,98/2879
chal-645,( 32.0 - 20.0 ),12,Subtraction,0.5,API_REST_Wolfram,12.0,1,397.88289996795356,1,0.0,0.00390625,API_OK,96/2273
chal-636,( 31.0 * 6.0 ),186,Multiplication,0.5,API_REST_Wolfram,186.0,1,517.7234001457691,1,0.0,0.0078125,API_OK,95/2322
chal-354,( 66.0 * 28.0 ),1848,Multiplication,0.5,API_REST_Wolfram,1848.0,1,568.2383000385016,1,0.0,0,API_OK,96/2308
chal-69,( 11.0 * 2.0 ),22,Multiplication,0.5,API_REST_Wolfram,22.0,1,590.3038999531418,1,0.0,0.00390625,API_OK,95/2282
chal-679,( ( 23.0 - 11.0 ) / 2.0 ),6,Common-Division,1.0,API_REST_Wolfram,6.0,1,548.7958998419344,1,0.0,0.015625,API_OK,114/2347
chal-834,( 22.0 - 12.0 ),10,Subtraction,0.5,API_REST_Wolfram,10.0,1,441.06779992580414,1,0.015625,0,API_OK,96/2264
chal-936,( 391.0 - 38.0 ),353,Subtraction,0.5,API_REST_Wolfram,353.0,1,447.33130000531673,1,0.0,0.0078125,API_OK,97/2900
chal-680,( ( 4.0 - 2.0 ) + 3.0 ),1,Addition,1.0,API_REST_Wolfram,5.0,0,464.45410000160336,1,0.0,0,API_OK,112/2292
chal-720,( 84.0 - 52.0 ),32,Subtraction,0.5,API_REST_Wolfram,32.0,1,390.620999969542,1,0.0,0.00390625,API_OK,96/2299
chal-238,( 2.0 + 6.0 ),8,Addition,0.5,API_REST_Wolfram,8.0,1,410.8863000292331,1,0.0,0.0078125,API_OK,94/2259
